Male,15-25,Bachelor/ College,Employmed,Traditional Liquor/ Muratina/ Beers prepared at home for occassions,At least 4 times a week,Yes,Friends,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Several Times,Twice,Several Times,Several Times, ,Several Times,Several Times,Several Times,Several Times,Several Times,Not at all,Not at all,Several Times, ,Several Times,Several Times,Several Times,Not at all
Male,46-55,Post graduate,Employmed,First generation/ Braded bear,Everyday,Yes,Friends,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disgree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disgree,Disgree,Agree,Disgree,Disgree,Disgree,Disgree,Agree,Strongly Disagree,Strongly Disagree,Twice,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Once,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all
Female,26-35,Post graduate,Un-employmed,Traditional Liquor/ Muratina/ Beers prepared at home for occassions,Rarely,No,None,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Strongly Agree,Agree,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Several Times,Several Times,Not at all,Several Times, ,Several Times,Several Times,Several Times,Several Times,Not at all,Not at all,Not at all,Not at all, ,Several Times,Several Times,Once,Several Times
Female,26-35,Bachelor/ College,Self employmed,"Chang,aa/ Kumikumi/ illegal brews",Everyday,No,None,Not Sure,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disgree,Agree,Agree,Agree,Agree,Disgree,Agree,Disgree,Agree,Disgree,Disgree,Several Times,Not at all,Not at all,Once, ,Once,Once,Once,Not at all,Once,Not at all,Several Times,Not at all, ,Several Times,Once,Not at all,Not at all
Male,26-35,Bachelor/ College,Employmed,"Chang,aa/ Kumikumi/ illegal brews",At least 4 times a week,Yes,Friends,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Not Sure,Disgree,Not Sure,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disgree,Agree,Several Times,Once,Several Times,Several Times, ,Once,Once,Once,Several Times,Once,Once,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all
Female,46-55,High School,Employmed,"Chang,aa/ Kumikumi/ illegal brews",Everyday,No,None,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Not Sure,Strongly Disagree,Disgree,Disgree,Strongly Disagree,Not at all,Not at all,Not at all,Several Times, ,Several Times,Several Times,Several Times,Several Times,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all
Female,15-25,Primary School,Un-employmed,"Chang,aa/ Kumikumi/ illegal brews",At least 4 times a week,Yes,Hospital,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Twice,Once,Once,Once, ,Once,Once,Once,Once,Once,Once,Twice,Twice, ,Not at all,Not at all,Not at all,Not at all
Female,46-55,High School,Self employmed,None,None,None,None,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at all,Not at all,Not at all,Once, ,Several Times,Several Times,Several Times,Several Times,Not at all,Not at all,Not at all,Not at all, ,Several Times,Once,Several Times,Not at all
Female,26-35,High School,Employmed,Traditional Liquor/ Muratina/ Beers prepared at home for occassions,Rarely,Yes,Chief,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Not at all,Not at all,Not at all,Several Times, ,Several Times,Several Times,Several Times,Several Times, , , , , ,Once,Twice,Not at all,Once
Female,46-55,High School,Self employmed,None,None,None,None,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,None,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not at all,Not at all,Not at all,Once, ,Several Times,Several Times,Several Times,Several Times,Not at all,Not at all,Not at all,Not at all, ,Several Times,Once,Several Times,Not at all
Female,15-25,Primary School,Un-employmed,"Chang,aa/ Kumikumi/ illegal brews",At least 4 times a week,Yes,Hospital,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Twice,Once,Once,Once, ,Once,Once,Once,Once,Once,Once,Twice,Twice, ,Not at all,Not at all,Not at all,Not at all
Female,46-55,High School,Employmed,"Chang,aa/ Kumikumi/ illegal brews",Everyday,No,None,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Not Sure,Strongly Disagree,Disgree,Disgree,Strongly Disagree,Not at all,Not at all,Not at all,Several Times, ,Several Times,Several Times,Several Times,Several Times,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all
Male,26-35,Bachelor/ College,Employmed,"Chang,aa/ Kumikumi/ illegal brews",At least 4 times a week,Yes,Friends,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Not Sure,Disgree,Not Sure,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disgree,Agree,Several Times,Once,Several Times,Several Times, ,Once,Once,Once,Once,Once,Once,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all
Female,26-35,Bachelor/ College,Self employmed,"Chang,aa/ Kumikumi/ illegal brews",Everyday,No,None,Not Sure,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disgree,Agree,Agree,Agree,Agree,Disgree,Agree,Disgree,Agree,Disgree,Disgree,Several Times,Not at all,Not at all,Once, ,Once,Once,Once,Once,Once,Not at all,Several Times,Not at all, ,Twice,Not at all,Once,Several Times
Male,15-25,Bachelor/ College,Employmed,Traditional Liquor/ Muratina/ Beers prepared at home for occassions,Weekeds only,Yes,Friends,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disgree,Not Sure,Strongly Disagree,Strongly Agree,Disgree,Disgree,Strongly Disagree,Agree,Disgree,Strongly Disagree,Not Sure,Agree,Strongly Agree,Several Times,Not at all,Several Times,Several Times, ,Several Times,Several Times,Several Times,Several Times,Once,Not at all,Not at all,Not at all, ,Not at all,Not at all,Several Times,Twice
Female,36-45,Bachelor/ College,Self employmed,"Chang,aa/ Kumikumi/ illegal brews",At least 4 times a week,Yes,Friends,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Several Times,Several Times,Several Times,Several Times, ,Several Times,Several Times,Several Times,Several Times,Several Times,Several Times,Several Times,Not at all, ,Several Times,Several Times,Several Times,Not at all
Female,36-45,Primary School,Self employmed,"Chang,aa/ Kumikumi/ illegal brews",Everyday,Yes,Church,Strongly Agree,Agree,Not Sure,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Not at all,Not at all,Not at all,Several Times, ,Several Times,Several Times,Several Times,Not at all,Once,Once,Not at all,Not at all, ,Several Times,Not at all,Not at all,Not at all
Male,26-35,Bachelor/ College,Employmed,"Chang,aa/ Kumikumi/ illegal brews",Everyday,No,None,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disgree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disgree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Not Sure,Agree,Strongly Disagree,Agree,Not at all,Not at all,Once,Several Times, ,Several Times,Several Times,Several Times,Several Times,Several Times,Not at all,Several Times,Not at all, ,Not at all,Not at all,Not at all,Several Times
Female,46-55,Bachelor/ College,Employmed,"Chang,aa/ Kumikumi/ illegal brews",Everyday,No,None,Not Sure,Strongly Agree,Strongly Agree,Disgree,Disgree,Disgree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Disgree,Agree,Agree,Agree,Agree,Disgree,Disgree,Once,Several Times,Not at all,Several Times, ,Several Times,Several Times,Several Times,Several Times,Once,Not at all,Not at all,Once, ,Not at all,Not at all,Not at all,Not at all
Female,36-45,High School,Employmed,Traditional Liquor/ Muratina/ Beers prepared at home for occassions,Rarely,Yes,Church,Agree,Agree,Strongly Disagree,Disgree,Not Sure,Agree,Agree,Agree,Disgree,Disgree,Agree,Agree,Agree,Agree,Disgree,Disgree,Disgree,Agree,Agree,Disgree,Several Times,Several Times,Several Times,Several Times, ,Several Times,Several Times,Several Times,Several Times,Once,Not at all,Not at all,Not at all, ,Several Times,Once,Once,Several Times
Female,46-55,Post graduate,Employmed,"Chang,aa/ Kumikumi/ illegal brews",At least 4 times a week,Yes,Hospital,Not Sure,Disgree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disgree,Agree,Disgree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Twice,Several Times,Twice,Several Times, ,Several Times,Several Times,Several Times,Several Times,Several Times,Not at all,Not at all,Several Times, ,Not at all,Once,Once,Once
Male,36-45,Bachelor/ College,Self employmed,"Chang,aa/ Kumikumi/ illegal brews",Rarely,No,None,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Not Sure,Disgree,Not Sure,Disgree,Agree,Disgree,Agree,Disgree,Disgree,Disgree,Disgree,Strongly Agree,Not at all,Not at all,Not at all,Several Times, ,Several Times,Several Times,Several Times,Several Times,Not at all,Not at all,Not at all,Not at all, ,Several Times,Several Times,Several Times,Several Times
Female,15-25,High School,Un-employmed,Traditional Liquor/ Muratina/ Beers prepared at home for occassions,Rarely,No,None,Agree,Strongly Agree,Disgree,Agree,Agree,Agree,Strongly Agree,Agree,Not Sure,Strongly Disagree,Not Sure,Strongly Agree,Strongly Agree,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Several Times,Twice,Several Times,Several Times, ,Several Times,Several Times,Several Times,Several Times,Several Times,Not at all,Not at all,Not at all, ,Several Times,Not at all,Not at all,Not at all
Female,36-45,Bachelor/ College,Self employmed,First generation/ Braded bear,Everyday,No,Hospital,Not Sure,Agree,Not Sure,Disgree,Agree,Disgree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disgree,Agree,Disgree,Strongly Agree,Several Times,Not at all,Not at all,Several Times, ,Several Times,Not at all,Several Times,Several Times,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all
